date,open,high,low,close,volume,value
2017-09-25,4201000.0,4333000.0,4175000.0,4322000.0,132.48475499,560214613.8164
2017-09-26,4317000.0,4418000.0,4311000.0,4321000.0,22.78833969,99507239.78705
2017-09-27,4322000.0,4677000.0,4318000.0,4657000.0,32.2696617,144827622.95669
2017-09-28,4657000.0,4772000.0,4519000.0,4586000.0,80.5882434,372185978.32992
2017-09-29,4586000.0,4709000.0,4476000.0,4657000.0,59.35237346,272455756.80078
2017-09-30,4657000.0,4896000.0,4651000.0,4895000.0,19.99848332,95614755.70559
2017-10-01,4889000.0,4978000.0,4682000.0,4962000.0,27.32333246,133132538.89401
2017-10-02,4962000.0,5095000.0,4956000.0,5025000.0,31.72800385,159931532.80646
2017-10-03,5021000.0,5079000.0,4811000.0,4964000.0,11.89930699,58901304.61549
2017-10-04,4987000.0,5002000.0,4837000.0,4895000.0,7.03874388,34588125.30359
2017-10-05,4894000.0,4993000.0,4811000.0,4926000.0,5.36365175,26371319.19136
2017-10-06,4927000.0,5034000.0,4885000.0,5027000.0,25.16382027,123935127.5442
2017-10-07,4983000.0,5070000.0,4935000.0,5047000.0,4.343932,21667485.97149
2017-10-08,5044000.0,5263000.0,4993000.0,5217000.0,145.91785961,738294004.47278
2017-10-09,5222000.0,5761000.0,5188000.0,5477000.0,8.07043419,43270591.14121
2017-10-10,5469000.0,5665000.0,5459000.0,5486000.0,11.69369387,64822758.50704
2017-10-11,5533000.0,5605000.0,5451000.0,5557000.0,4.21265003,23324891.84167
2017-10-12,5569000.0,6377000.0,5515000.0,6332000.0,20.91828711,118992386.99591
2017-10-13,6346000.0,6950000.0,6149000.0,6438000.0,26.82608423,175283223.76282
2017-10-14,6427000.0,6664000.0,6322000.0,6664000.0,3.35282452,21713362.01115
2017-10-15,6610000.0,6700000.0,6142000.0,6381000.0,7.63078273,48606365.59432
2017-10-16,6403000.0,6527000.0,6282000.0,6491000.0,22.92663476,146271226.15592
2017-10-17,6495000.0,6510000.0,6299000.0,6457000.0,4.24133721,27260409.19505
2017-10-18,6413000.0,6489000.0,5876000.0,6391000.0,36.00111898,219208847.48369
2017-10-19,6405000.0,6596000.0,6109000.0,6511000.0,11.95565558,76025647.17432
2017-10-20,6536000.0,6954000.0,6395000.0,6928000.0,21.97426401,145159280.71805
2017-10-21,6928000.0,7253000.0,6773000.0,6874000.0,5.46210809,38250145.45411
2017-10-22,6858000.0,7060000.0,6709000.0,7039000.0,4.39101644,30054045.84628
2017-10-23,7017000.0,7100000.0,6668000.0,6971000.0,14.03934445,97052524.49132
2017-10-24,7034000.0,7052000.0,6350000.0,6479000.0,98.6742294,651377192.14619
2017-10-25,6479000.0,6644000.0,6212000.0,6643000.0,108.36397361,695968675.01792
2017-10-26,6643000.0,6873000.0,6534000.0,6811000.0,428.50851968,2881467621.80027
2017-10-27,6765000.0,6950000.0,6633000.0,6710000.0,431.20412963,2917092203.66689
2017-10-28,6708000.0,6800000.0,6600000.0,6715000.0,404.19563617,2708305312.92229
2017-10-29,6715000.0,7030000.0,6588000.0,6961000.0,656.27989369,4413173510.25254
2017-10-30,6961000.0,7007000.0,6809000.0,6964000.0,521.84628417,3621429303.55395
2017-10-31,6965000.0,7479000.0,6965000.0,7422000.0,1170.54812455,8331387759.05405
2017-11-01,7422000.0,7799000.0,7256000.0,7798000.0,1164.45059943,8657129768.27674
2017-11-02,7790000.0,8596000.0,7500000.0,8217000.0,1806.67768011,14621738292.19718
2017-11-03,8219000.0,8478000.0,8000000.0,8143000.0,1025.40458685,8480692936.98769
2017-11-04,8136000.0,8400000.0,7560000.0,8346000.0,881.59851324,7137573137.46992
2017-11-05,8345000.0,8620000.0,8280000.0,8453000.0,993.49954201,8409963563.14026
2017-11-06,8454000.0,8480000.0,8030000.0,8060000.0,1914.09607157,15924418602.8134
2017-11-07,8060000.0,8413000.0,8050000.0,8243000.0,1858.95589505,15264884249.39165
2017-11-08,8244000.0,8639000.0,8060000.0,8339000.0,2280.72049163,18964680864.9587
2017-11-09,8338000.0,8340000.0,8041000.0,8148000.0,2491.80910057,20397973001.43914
2017-11-10,8150000.0,8240000.0,7320000.0,7541000.0,3612.89564315,28271699640.03251
2017-11-11,7541000.0,7897000.0,7009000.0,7231000.0,3407.25730505,25386732062.7362
2017-11-12,7231000.0,8250000.0,6476000.0,7132000.0,8255.02328981,59303943335.4971
2017-11-13,7132000.0,7898000.0,6921000.0,7487000.0,9275.45757255,68979166583.98106
2017-11-14,7471000.0,7699000.0,7430000.0,7591000.0,6500.25828248,49083415078.93159
2017-11-15,7592000.0,8397000.0,7560000.0,8350000.0,7565.29668171,60575966230.99168
2017-11-16,8350000.0,8750000.0,8150000.0,8710000.0,7885.12189571,66362578166.67221
2017-11-17,8710000.0,8899000.0,8400000.0,8541000.0,8479.64307876,73541971046.96329
2017-11-18,8542000.0,8699000.0,8356000.0,8618000.0,8359.23158399,71270791002.62938
2017-11-19,8618000.0,8888000.0,8495000.0,8770000.0,6018.17460761,51704190379.62344
2017-11-20,8770000.0,9181000.0,8655000.0,9025000.0,11144.14671373,98856175269.8701
2017-11-21,8994000.0,9230000.0,8500000.0,8944000.0,14774.66683164,132652866037.0233
2017-11-22,8944000.0,9200000.0,8932000.0,9084000.0,13847.87059897,125645415654.13206
2017-11-23,9084000.0,9134000.0,8905000.0,8943000.0,13841.87719654,125047210622.13188
2017-11-24,8945000.0,9670000.0,7182000.0,9195000.0,22584.05850985,205808331428.20932
2017-11-25,9195000.0,9908000.0,8930000.0,9879000.0,13583.46813243,127609531945.92574
2017-11-26,9879000.0,10750000.0,9751000.0,10344000.0,21616.95893054,219495708155.25916
2017-11-27,10339000.0,11320000.0,10333000.0,11314000.0,19495.17150332,212595498131.18753
2017-11-28,11315000.0,12074000.0,11111000.0,12048000.0,31149.61770187,361833928118.68604
2017-11-29,12050000.0,13750000.0,10800000.0,11104000.0,46072.10048672,583392545363.8435
2017-11-30,11114000.0,12550000.0,10017000.0,11935000.0,41015.72824001,468921379821.1759
2017-12-01,11935000.0,12680000.0,11201000.0,12532000.0,30105.44287949,361396684693.6415
2017-12-02,12532000.0,13180000.0,12350000.0,12971000.0,29070.16589351,373696719511.07733
2017-12-03,12970000.0,13529000.0,12840000.0,13128000.0,26158.44322038,342652005584.1855
2017-12-04,13120000.0,13688000.0,13119000.0,13684000.0,23034.66918821,308794107045.7385
2017-12-05,13683000.0,14794000.0,13612000.0,14645000.0,27842.82483202,393354372550.99945
2017-12-06,14645000.0,19006000.0,14645000.0,18390000.0,46874.81572282,764486810510.9639
2017-12-07,18389000.0,23860000.0,17965000.0,23791000.0,55171.05694429,1118269518418.238
2017-12-08,23795000.0,24967000.0,16521000.0,20260000.0,101681.96225121,2070532197879.6824
2017-12-09,20259000.0,20877000.0,15257000.0,17769000.0,57286.61272035,1017293699277.7094
2017-12-10,17769000.0,18537000.0,13744000.0,17661000.0,87737.90180131,1397576996544.1858
2017-12-11,17661000.0,19989000.0,17520000.0,19307000.0,49104.26522594,937491532254.3287
2017-12-12,19307000.0,19549000.0,18497000.0,18940000.0,37765.66828121,724954383604.7885
2017-12-13,18943000.0,19301000.0,17379000.0,18358000.0,38816.44091324,720181409852.3256
2017-12-14,18356000.0,19312000.0,18101000.0,18660000.0,39274.3089533,729015620961.669
2017-12-15,18664000.0,21558000.0,18539000.0,20075000.0,53514.06078424,1078431840484.545
2017-12-16,20080000.0,22475000.0,19810000.0,22205000.0,41694.09111338,870835418750.3627
2017-12-17,22208000.0,22961000.0,21000000.0,21881000.0,35122.33783135,774987397539.5995
2017-12-18,21881000.0,22280000.0,20980000.0,22087000.0,39510.42923015,864254636436.4166
2017-12-19,22086000.0,23741000.0,20450000.0,22367000.0,48064.50573599,1076218244994.0664
2017-12-20,22385000.0,23299000.0,20600000.0,22638000.0,41426.79458212,915787457576.3986
2017-12-21,22638000.0,23950000.0,20750000.0,22200000.0,43263.77604079,974647759990.218
2017-12-22,22200000.0,22840000.0,16105000.0,19089000.0,79976.23837469,1528909362094.557
2017-12-23,19090000.0,21120000.0,18312000.0,20525000.0,58485.96741678,1163881876672.5967
2017-12-24,20523000.0,20770000.0,18499000.0,19592000.0,47643.13660186,929024030188.0336
2017-12-25,19589000.0,19950000.0,19210000.0,19822000.0,36350.71167524,712237808781.7738
2017-12-26,19820000.0,22750000.0,19730000.0,21933000.0,54654.19806036,1172199097072.874
2017-12-27,21932000.0,22650000.0,21074000.0,21970000.0,37639.65248022,825256664954.1604
2017-12-28,21964000.0,22000000.0,18323000.0,19565000.0,45244.24799131,896259224119.7755
2017-12-29,19565000.0,19738000.0,18530000.0,19290000.0,37594.01226698,716201020435.9087
2017-12-30,19290000.0,19478000.0,17800000.0,18415000.0,42305.07850317,790630766740.0131
2017-12-31,18401000.0,19637000.0,18208000.0,19280000.0,29363.72193703,553830467343.9598
2018-01-01,19278000.0,19420000.0,18290000.0,18860000.0,27949.67613401,529081640813.1479
2018-01-02,18875000.0,21720000.0,18510000.0,20263000.0,41968.47300909,819264196997.1248
2018-01-03,20263000.0,21329000.0,19520000.0,20900000.0,43168.2576045,888631010674.476
2018-01-04,20899000.0,23685000.0,19700000.0,23402000.0,45192.45174241,979226883111.2864
2018-01-05,23403000.0,28589000.0,22338000.0,27444000.0,56774.8498417,1418955321795.6082
2018-01-06,27451000.0,28885000.0,23966000.0,26924000.0,48971.92813081,1279382915220.0127
2018-01-07,26924000.0,27210000.0,24543000.0,25859000.0,31015.72258622,805561532281.216
2018-01-08,25859000.0,26449000.0,23850000.0,25230000.0,44839.78332164,1135051093505.0276
2018-01-09,25200000.0,25786000.0,22858000.0,24016000.0,41558.52968619,1009654272888.3821
2018-01-10,24015000.0,24200000.0,19689000.0,21317000.0,43736.28693252,969877439744.969
2018-01-11,21300000.0,21890000.0,14104000.0,19389000.0,61924.52562032,1181041028214.3333
2018-01-12,19359000.0,21143000.0,18005000.0,20745000.0,43734.14210793,858088176720.2753
2018-01-13,20750000.0,21399000.0,19886000.0,21135000.0,30172.38452901,634210697267.0924
2018-01-14,21130000.0,21299000.0,18131000.0,19206000.0,30105.53009772,586547552576.8049
2018-01-15,19210000.0,20143000.0,18201000.0,19106000.0,29582.95249892,571781083101.0643
2018-01-16,19107000.0,19219000.0,11543000.0,14279000.0,59293.11406178,947014914659.6864
2018-01-17,14279000.0,15722000.0,11901000.0,14951000.0,60203.17701055,809847311215.9441
2018-01-18,14954000.0,16370000.0,13650000.0,14880000.0,44001.92022842,651400884897.6748
2018-01-19,14879000.0,15448000.0,14352000.0,15372000.0,27555.99477285,411893497250.1491
2018-01-20,15370000.0,17208000.0,15225000.0,16858000.0,51147.45641776,845326077909.618
2018-01-21,16852000.0,16943000.0,13735000.0,14640000.0,44140.37058853,660819520492.5259
2018-01-22,14640000.0,14910000.0,12981000.0,13944000.0,30529.67525826,424614464672.0995
2018-01-23,13968000.0,14044000.0,12311000.0,13141000.0,28032.38238629,369065658985.68024
2018-01-24,13139000.0,13780000.0,12600000.0,13450000.0,24236.06233141,317699876835.02954
2018-01-25,13450000.0,13900000.0,12800000.0,12973000.0,18943.75635587,251329639983.3806
2018-01-26,12973000.0,13350000.0,11500000.0,12876000.0,30279.96147663,379440453340.1203
2018-01-27,12876000.0,13132000.0,12300000.0,12900000.0,18535.39984957,235439540808.33005
2018-01-28,12903000.0,13570000.0,12810000.0,13352000.0,20508.73672486,271698507514.6077
2018-01-29,13351000.0,13489000.0,12560000.0,12909000.0,15844.07278917,205582977986.2608
2018-01-30,12909000.0,12957000.0,11310000.0,11627000.0,21206.17024434,258564860359.41562
2018-01-31,11658000.0,11900000.0,10400000.0,11429000.0,23175.02109439,259417060684.88272
2018-02-01,11439000.0,11490000.0,10011000.0,10070000.0,22225.67551126,236864009092.77927
2018-02-02,10061000.0,10120000.0,7830000.0,9410000.0,52018.46095277,465637634475.9709
2018-02-03,9410000.0,10200000.0,8400000.0,9520000.0,25405.73722415,235540121101.8899
2018-02-04,9524000.0,10158000.0,8765000.0,8900000.0,18781.02389914,178483940514.02716
2018-02-05,8900000.0,9250000.0,7715000.0,7832000.0,20709.59917348,176326495552.98172
2018-02-06,7831000.0,8698000.0,6620000.0,8642000.0,44456.45172294,335384726987.6974
2018-02-07,8646000.0,9199000.0,7990000.0,8387000.0,33928.15634331,294441762043.2158
2018-02-08,8410000.0,9690000.0,8410000.0,9480000.0,38113.82546535,351355936611.4521
2018-02-09,9479000.0,9934000.0,9041000.0,9929000.0,29459.15309411,277460223221.5223
2018-02-10,9929000.0,10656000.0,9475000.0,9959000.0,33057.11964565,335316118019.4635
